,0
235,855.3618999999995
236,810.2148999999997
237,728.0371999999995
238,833.9784
239,906.4145
240,933.3680999999988
241,772.7441999999995
242,584.3101999999992
243,567.3297000000003
244,808.3496000000007
245,784.3850000000001
246,759.7110999999998
247,692.8030999999999
248,578.5359000000003
249,600.1267000000006
250,637.211400000001
251,633.2663000000007
252,511.7169000000006
253,707.4872999999995
254,643.7566999999995
255,589.8286999999996
256,477.80779999999976
257,442.95709999999985
258,592.8673000000007
259,650.8745000000006
260,660.6516999999999
261,646.9051000000003
262,565.1101000000003
263,697.8867000000001
264,582.2304000000006
265,613.8049999999995
266,595.7366999999996
267,531.5241999999995
268,493.2674999999994
269,453.0193999999997
270,368.58859999999993
271,386.3976999999999
272,359.0744999999996
273,354.62399999999997
274,361.19080000000025
275,307.93950000000035
276,303.8769000000003
277,261.5087000000002
278,257.5211000000004
279,298.25070000000045
280,340.44309999999996
281,280.5863000000004
282,282.53960000000023
283,237.43810000000002
284,182.32659999999993
285,133.6192
286,131.53619999999998
287,113.34349999999995
288,87.87569999999991
289,95.87329999999987
290,57.0122
291,69.2318999999999
292,56.32339999999992
293,43.23540000000005
294,48.41260000000001
295,34.07760000000003
296,29.981700000000004
297,22.30539999999999
298,14.746499999999974
299,11.074099999999985
300,9.257799999999998
301,6.5854999999999935
302,5.005599999999996
303,3.5600000000000005
304,1.775299999999998
305,1.317799999999999
306,1.2256000000000005
307,1.2150999999999978
308,1.2200999999999993
309,1.2094000000000005
310,1.196199999999999
311,1.2208999999999994
312,1.2177999999999993
313,1.212799999999998
314,1.2160999999999993
315,1.2065000000000012
316,1.2273000000000007
317,1.219099999999999
318,1.2195999999999991
319,1.2137999999999989
320,1.212399999999998
321,1.2141999999999986
322,1.2136999999999987
323,1.2253000000000005
324,1.2274000000000007
325,1.2220999999999995
326,1.2124000000000006
327,1.2311999999999985
328,1.2142000000000015
329,1.2226000000000012
330,1.2068000000000019
331,1.2110000000000014
332,1.2211999999999996
333,1.2094000000000011
334,1.2436000000000014
335,1.2176
336,1.2247000000000012
337,1.2052
338,1.210899999999998
339,1.2138999999999982
340,1.2225999999999992
341,1.225700000000001
342,1.225500000000001
343,1.222900000000001
344,1.2084000000000013
345,1.2215999999999994
346,1.2224999999999993
347,1.220299999999999
348,1.220299999999999
349,1.2202999999999993
350,1.2214999999999996
351,1.2163000000000002
352,1.2005999999999986
353,1.2074999999999982
354,1.2214999999999996
355,1.2284000000000008
356,1.2276000000000007
357,1.217399999999999
358,1.212699999999998
359,1.2165999999999988
360,1.2124999999999981
361,1.2108999999999976
362,1.2105999999999977
363,1.2115999999999978
364,1.2305000000000004
365,1.2348999999999988
366,1.2356999999999994
367,1.2253000000000007
368,1.2173000000000003
369,1.201499999999999
370,1.2061999999999982
371,1.2196999999999976
372,1.2318999999999982
373,1.2235999999999987
374,1.220599999999999
375,1.2180999999999993
376,1.2089999999999987
377,1.208999999999999
378,1.2096999999999989
379,1.2043000000000013
380,1.2041000000000008
381,1.2046000000000008
382,1.2106000000000008
383,1.2128000000000008
384,1.2118000000000004
385,1.2323000000000004
386,1.2439000000000007
387,1.2179999999999982
388,1.221799999999999
389,1.2130999999999994
390,1.2101999999999982
391,1.209399999999998
392,1.2031000000000005
393,1.2103999999999995
394,1.1990999999999987
395,1.2173999999999991
396,1.2190999999999992
397,1.2252000000000003
398,1.208499999999999
399,1.194300000000002
400,1.2225
401,1.2162999999999984
402,1.2215999999999996
403,1.2268000000000006
404,1.2128000000000014
405,1.2185000000000015
406,1.2101000000000008
407,1.2293999999999985
408,1.214699999999998
409,1.2008000000000005
410,1.197599999999999
411,1.2136999999999991
412,1.2250000000000005
413,1.2032999999999991
414,1.215199999999999
415,1.218999999999999
416,1.2131
417,1.2031000000000014
418,1.215599999999999
419,1.2316999999999994
420,1.2402
421,1.2287000000000006
422,1.218799999999998
423,1.2214999999999987
424,1.2334999999999983
425,1.2216999999999987
426,1.216099999999998
427,1.2203999999999988
428,1.2198999999999984
429,1.2202999999999986
430,1.2252999999999985
431,1.2157999999999993
432,1.2262000000000004
433,1.224499999999999
434,1.2197999999999987
435,1.2145999999999981
436,1.2213999999999996
437,1.2235999999999998
438,1.2184000000000013
439,1.1976000000000022
440,1.2256000000000007
441,1.221399999999999
442,1.2149999999999976
443,1.2200999999999986
444,1.2336999999999982
445,1.222299999999999
446,1.2249999999999994
447,1.212999999999998
448,1.2110999999999976
449,1.229899999999999
450,1.2507
451,1.254199999999999
452,1.2517000000000005
453,1.2460999999999995
454,1.307699999999998
455,1.4842999999999982
456,2.1071999999999975
457,3.882599999999999
458,5.2342
459,8.216399999999988
460,10.207699999999999
461,13.093200000000014
462,22.878399999999996
463,34.24569999999994
464,49.00469999999996
465,58.032699999999956
466,75.08050000000001
467,104.77589999999992
468,119.36950000000007
469,153.38949999999986
470,168.94409999999993
471,224.56519999999998
472,253.8122000000002
473,246.32580000000002
474,278.7927999999997
475,304.69630000000035
476,315.11590000000024
477,335.46629999999976
478,375.11769999999945
479,384.33969999999994
480,409.94610000000023
481,431.17830000000043
482,443.4822000000004
483,476.01229999999964
484,486.1592999999994
485,491.8467
486,523.3342000000004
487,525.5104999999994
488,534.7834000000004
489,554.4213999999997
490,581.2958000000003
491,599.1774000000004
492,609.6661999999998
493,630.0574000000006
494,639.7901000000011
495,639.4381999999995
496,662.4548999999995
497,686.4150999999995
498,687.4406
499,690.6146000000007
500,705.0771000000005
501,735.4476
502,749.4863999999985
503,760.0463000000002
504,794.1279999999991
505,778.1933999999994
506,782.7317999999988
507,788.9618999999993
508,796.5488999999991
509,808.5687000000003
510,812.0095000000005
511,826.6430000000005
512,832.0722000000003
513,837.3047999999995
514,834.6978000000013
515,846.7914000000014
516,855.3389999999996
517,853.9043000000005
518,844.6273000000008
519,862.7763999999994
520,866.7492000000004
521,868.3463999999992
522,871.0859000000003
523,861.3984000000004
524,850.4594000000006
525,819.9050000000008
526,863.9637999999997
527,861.0322999999986
528,858.7366999999988
529,853.2117000000004
530,852.116200000001
531,843.7072000000002
532,840.8759000000011
533,835.5445000000003
534,826.8281999999995
535,818.5510000000002
536,808.8768999999998
537,804.8583999999988
538,809.5554999999997
539,802.3020000000006
540,792.4540000000004
541,782.0349999999995
542,773.3794999999991
543,766.7430000000003
544,755.8162000000007
545,746.0239999999999
546,735.5675000000014
547,709.3262999999993
548,709.5099999999991
549,702.5207999999993
550,644.3782999999996
551,651.0174000000003
552,644.8751000000004
553,647.4515000000009
554,625.6071000000005
555,603.4202999999997
556,597.3987999999997
557,584.7280000000006
558,569.6820999999993
559,549.8366999999996
560,536.254900000001
561,508.2251000000009
562,504.44570000000056
563,491.8513999999996
564,483.65589999999975
565,452.4568999999995
566,436.0113999999994
567,410.07170000000025
568,405.26199999999983
569,398.2968999999997
570,356.16599999999926
571,329.7498999999997
572,295.7864999999999
573,271.5845000000004
574,239.00319999999996
575,86.64789999999994
576,41.709799999999994
577,28.10900000000002
578,21.58119999999998
579,22.549799999999976
580,23.078400000000006
581,21.199700000000007
582,18.998000000000005
583,18.197200000000006
584,20.7863
585,15.971599999999983
586,14.036299999999981
587,12.110299999999986
588,9.938899999999997
589,8.151400000000013
590,5.182799999999995
591,3.4924999999999984
592,1.7549999999999994
593,1.3297999999999985
594,1.2195999999999982
595,1.2301
596,1.2197999999999998
597,1.2292999999999983
598,1.2156999999999996
599,1.2239
600,1.2254999999999996
601,1.2112999999999976
602,1.2066999999999983
603,1.1994000000000018
604,1.2248000000000006
605,1.213899999999998
606,1.2129999999999987
607,1.1968999999999987
608,1.2160999999999988
609,1.2223000000000006
610,1.217200000000001
611,1.2193000000000007
612,1.1932000000000011
613,1.2054999999999991
614,1.2187999999999997
615,1.211299999999998
616,1.211099999999998
617,1.2190999999999987
618,1.2251999999999992
619,1.2312999999999985
620,1.235699999999998
621,1.2216999999999998
622,1.2236999999999998
623,1.211100000000001
624,1.2177999999999998
625,1.209399999999998
626,1.2122999999999982
627,1.2201999999999986
628,1.2285999999999992
629,1.2323000000000008
630,1.232900000000001
631,1.2368000000000012
632,1.2568999999999995
633,1.2263999999999988
634,1.2201999999999988
635,1.2210999999999992
636,1.2168999999999992
637,1.2258000000000009
638,1.2299000000000009
639,1.2309000000000005
640,1.2349999999999985
641,1.2155999999999978
642,1.211399999999998
643,1.1954999999999985
644,1.1984999999999992
645,1.2207000000000003
646,1.226400000000001
647,1.2077000000000013
648,1.208700000000001
649,1.213300000000001
650,1.2242000000000006
651,1.2184999999999993
652,1.227200000000001
653,1.2313000000000012
654,1.2440000000000002
655,1.2300000000000009
656,1.2102000000000013
657,1.2328000000000001
658,1.2370999999999985
659,1.232299999999998
660,1.2382999999999984
661,1.2427
662,1.2203999999999993
663,1.198900000000001
664,1.2301999999999986
665,1.2300999999999982
666,1.224599999999998
667,1.2291999999999987
668,1.2126999999999994
669,1.2054999999999993
670,1.235800000000001
671,1.2227999999999994
672,1.2164999999999981
673,1.2239000000000007
674,1.2208000000000006
675,1.2237000000000002
676,1.2176000000000005
677,1.1971000000000016
678,1.2200999999999997
679,1.2133999999999978
680,1.214899999999998
681,1.220499999999999
682,1.242
683,1.2347000000000004
684,1.2369999999999985
685,1.2326000000000001
686,1.2366999999999986
687,1.2444999999999995
688,1.2386999999999981
689,1.2192999999999978
690,1.236599999999999
691,1.228999999999999
692,1.2384999999999995
693,1.236799999999998
694,1.225899999999999
695,1.2306
696,1.2276000000000007
697,1.222
698,1.210299999999999
699,1.2448000000000008
700,1.2455000000000003
701,1.2230999999999992
702,1.2196999999999978
703,1.2274999999999985
704,1.2069000000000012
705,1.2153999999999998
706,1.2289
707,1.2177999999999978
708,1.222399999999999
709,1.233399999999999
710,1.2372999999999978
711,1.2325000000000004
712,1.2381999999999984
713,1.2278999999999982
714,1.232
715,1.2428000000000006
716,1.221599999999998
717,1.2350999999999979
718,1.2347999999999981
719,1.2129000000000005
720,1.2223999999999995
721,1.2371999999999996
722,1.2218999999999989
723,1.2262000000000004
724,1.2229999999999996
725,1.2181999999999986
726,1.217899999999998
727,1.2279
728,1.2448999999999997
729,1.2395999999999985
730,1.239899999999999
731,1.2473000000000007
732,1.2396999999999994
733,1.2271999999999992
734,1.2232999999999992
735,1.225899999999999
736,1.2095000000000007
737,1.2203999999999997
738,1.2308
739,1.2242999999999993
740,1.2221999999999993
741,1.2274000000000005
742,1.2279
743,1.3098999999999983
744,2.336700000000003
745,3.614799999999999
746,5.4151
747,7.979599999999994
748,9.891600000000006
749,12.5364
750,20.095000000000006
751,35.43199999999999
752,49.61089999999997
753,64.75370000000002
754,82.58279999999999
755,106.51440000000002
756,124.20540000000015
757,155.42159999999987
758,173.48989999999986
759,197.0158999999999
760,209.02369999999996
761,251.47799999999972
762,269.7321999999999
763,300.05649999999963
764,321.85010000000034
765,358.59610000000015
766,371.49330000000026
767,389.9966000000004
768,410.9001000000005
769,428.4856000000002
770,442.56470000000013
771,462.5488000000004
772,480.6176999999997
773,492.3321000000003
774,516.6581000000002
775,527.3492999999997
776,523.3913
777,526.0551999999992
778,579.2016999999998
779,593.9595000000004
780,599.6287
781,624.947799999999
782,619.9317000000001
783,629.6657
784,665.6585000000003
785,681.3772000000004
786,672.2270999999996
787,702.2216999999991
788,711.2775999999997
789,724.4414000000006
790,719.2967999999996
791,734.4187999999994
792,736.3066000000006
793,751.6504000000009
794,769.7353000000006
795,785.033600000001
796,794.1699999999992
797,795.4213000000003
798,801.0945999999992
799,814.3830999999997
800,830.2576999999994
801,826.6311000000009
802,780.745700000001
803,744.8040000000002
804,833.9805000000006
805,837.6084999999998
806,848.5882000000008
807,853.9645999999992
808,853.5886999999999
809,851.3969000000001
810,841.1044999999997
811,853.530099999999
812,855.8216999999993
813,855.9235999999994
814,855.5602999999994
815,854.1073999999992
816,851.9885999999992
817,850.5654000000004
818,849.0168999999997
819,841.3872999999999
820,840.0125000000002
821,834.6978999999999
822,822.538
823,821.7683000000007
824,806.9042000000014
825,808.5059000000008
826,798.8157000000009
827,799.2836
828,790.0878
829,782.0419999999996
830,775.9688999999995
831,765.4914000000009
832,753.3716000000006
833,745.5084999999999
834,732.6226000000003
835,740.6545000000001
836,742.5045000000001
837,699.2667000000005
838,705.1643
839,694.8134
840,673.7457000000002
841,659.0674000000002
842,636.6139000000006
843,619.4935000000008
844,608.4974000000009
845,572.9102999999998
846,577.0191999999992
847,567.7418999999996
848,544.1664999999996
849,526.3351999999994
850,516.0429000000004
851,500.52730000000054
852,477.46430000000043
853,470.4264000000002
854,441.4564999999997
855,432.27010000000024
856,442.12400000000025
857,452.2882000000003
858,383.9993000000003
859,346.09910000000013
860,325.5873000000005
861,303.74800000000005
862,273.00369999999975
863,265.0801000000004
864,122.26960000000015
865,34.734800000000014
866,27.49900000000002
867,22.006299999999996
868,20.362400000000022
869,19.603300000000015
870,18.26609999999999
871,17.797099999999983
872,19.40649999999999
873,15.285899999999975
874,13.599599999999985
875,11.484299999999994
876,9.206999999999995
877,6.520300000000008
878,4.711599999999999
879,3.243099999999997
880,1.651699999999999
881,1.3083999999999982
882,1.214599999999998
883,1.229799999999999
884,1.222699999999999
885,1.214999999999998
886,1.2096000000000007
887,1.2244000000000002
888,1.2355
889,1.2181999999999993
890,1.2066000000000008
891,1.2280000000000013
892,1.2275000000000003
893,1.2389000000000001
894,1.2255000000000005
895,1.2002999999999988
896,1.2119999999999982
897,1.2136999999999996
898,1.2053000000000014
899,1.1998999999999995
900,1.201300000000001
901,1.2109999999999999
902,1.2221000000000009
903,1.2174
904,1.2010999999999987
905,1.218799999999999
906,1.2251000000000003
907,1.223599999999999
908,1.235399999999998
909,1.2253
910,1.2182999999999986
911,1.237
912,1.2305
913,1.2117999999999984
914,1.219399999999999
915,1.2194999999999994
916,1.2057000000000009
917,1.2116000000000011
918,1.2234000000000007
919,1.212900000000001
920,1.2198999999999998
921,1.2362999999999997
922,1.2135999999999985
923,1.2161999999999993
924,1.2077999999999998
925,1.2218999999999989
926,1.2284000000000008
927,1.2300000000000009
928,1.2250999999999992
929,1.2317999999999982
930,1.2185999999999981
931,1.2295999999999985
932,1.2093000000000012
933,1.233400000000001
934,1.235900000000001
935,1.2472000000000005
936,1.253000000000002
937,1.2117
938,1.2144000000000004
939,1.221800000000001
940,1.2150000000000014
941,1.226900000000001
942,1.2538999999999996
943,1.2434999999999994
944,1.2290999999999992
945,1.2232999999999992
946,1.2261999999999995
947,1.2178999999999984
948,1.2311000000000005
949,1.2415000000000003
950,1.215299999999998
951,1.2097999999999984
952,1.2337999999999985
953,1.2003999999999986
954,1.2309999999999994
955,1.2415999999999996
956,1.2250999999999996
957,1.2243000000000002
958,1.2226
959,1.2107000000000012
960,1.2360000000000002
961,1.228699999999999
962,1.2393999999999983
963,1.2393999999999983
964,1.2450999999999994
965,1.2397999999999985
966,1.2339
967,1.2339
968,1.237499999999999
969,1.2486000000000006
970,1.2550000000000014
971,1.251700000000001
972,1.2422999999999986
973,1.2287999999999992
974,1.2309000000000008
975,1.2322000000000006
976,1.2331000000000003
977,1.2315999999999976
978,1.2191999999999978
979,1.2357999999999985
980,1.2426000000000004
981,1.2433
982,1.2449000000000003
983,1.2391000000000008
984,1.250500000000001
985,1.2422999999999984
986,1.241799999999999
987,1.2482000000000013
988,1.2238999999999989
989,1.2386999999999997
990,1.2275999999999994
991,1.2271999999999996
992,1.2555000000000016
993,1.2519000000000007
994,1.2557000000000018
995,1.2557000000000018
996,1.2565000000000017
997,1.2366
998,1.238
999,1.2319000000000007
1000,1.2364999999999993
1001,1.2311999999999994
1002,1.214900000000001
1003,1.2251000000000014
1004,1.2318000000000007
1005,1.235400000000001
1006,1.2461000000000002
1007,1.2486000000000004
1008,1.2589999999999995
1009,1.2476000000000007
1010,1.2560000000000011
1011,1.2595
1012,1.2591999999999997
1013,1.2537000000000011
1014,1.2543000000000009
1015,1.2401999999999982
1016,1.2406999999999981
1017,1.2343000000000006
1018,1.2393000000000007
1019,1.2398000000000002
1020,1.2493000000000016
1021,1.2269999999999996
1022,1.231200000000001
1023,1.2539000000000013
1024,1.2333000000000007
1025,1.2424999999999993
1026,1.2455999999999987
1027,1.260499999999999
1028,1.2567000000000017
1029,1.2273999999999994
1030,1.223299999999998
1031,1.288100000000001
1032,1.9154999999999984
1033,3.5831000000000044
1034,5.458400000000008
1035,7.777400000000003
1036,9.626000000000003
1037,12.843299999999994
1038,21.14980000000001
1039,33.56230000000002
1040,43.8794
1041,64.07340000000005
1042,80.7821000000001
1043,108.40780000000001
1044,135.86059999999998
1045,150.28930000000003
1046,176.23000000000013
1047,211.5798999999999
1048,242.11290000000025
1049,241.66149999999988
1050,252.06409999999963
1051,301.02369999999956
1052,314.1146000000001
1053,343.9601999999997
1054,367.9263999999995
1055,376.5819000000002
1056,404.9494000000002
1057,425.65800000000024
1058,440.18389999999977
1059,458.53219999999993
1060,469.6786999999994
1061,490.10339999999945
1062,509.48609999999974
1063,518.2315999999996
1064,519.1634000000001
1065,533.1729000000003
1066,566.2391000000006
1067,594.8187000000001
1068,605.9450999999999
1069,626.5451999999991
1070,628.2948999999996
1071,626.0265999999986
1072,696.0160999999998
1073,686.9083000000007
1074,696.6963000000002
1075,716.7563999999994
1076,729.5503000000009
1077,734.0246000000001
1078,743.7966999999993
1079,758.8084000000003
1080,793.3421999999996
1081,773.4797000000003
1082,782.7030999999987
1083,819.0313999999988
1084,794.9227000000005
1085,804.7043999999997
1086,812.8870999999989
1087,818.8302999999997
1088,825.1057999999995
1089,830.7063000000002
1090,829.1104000000003
1091,838.6145999999993
1092,844.6923999999995
1093,836.7441999999999
1094,848.3733000000008
1095,855.3608999999991
1096,853.7495000000004
1097,854.7080999999994
1098,855.8621999999997
1099,853.5350000000004
1100,857.0624000000003
1101,853.7664999999994
1102,853.3241000000011
1103,849.9076000000009
1104,849.7963000000013
1105,842.5936
1106,849.083499999999
1107,834.6828999999994
1108,836.5294000000011
1109,832.2089999999998
1110,823.7258
1111,823.9216000000005
1112,803.3112000000006
1113,808.2562000000003
1114,799.1154000000002
1115,802.2157000000002
1116,792.6338999999996
1117,783.1745999999996
1118,775.7786999999998
1119,766.3473000000007
1120,757.7485000000006
1121,745.7001999999992
1122,734.5773000000004
1123,723.3704000000013
1124,711.4090999999997
1125,701.3402999999998
1126,689.0298999999997
1127,646.2076000000008
1128,641.7936999999997
1129,646.1346000000004
1130,631.6763000000005
1131,618.9102999999999
1132,579.2232000000007
1133,587.0172000000005
1134,564.2486000000004
1135,546.380200000001
1136,538.2397000000009
1137,471.62560000000013
1138,488.16450000000026
1139,487.23149999999964
1140,456.55199999999974
1141,434.0231999999993
1142,405.8018000000006
1143,405.41050000000024
1144,389.58879999999976
1145,368.3018999999997
1146,346.0498000000005
1147,323.5359000000006
1148,301.0858000000001
1149,274.8084999999996
1150,268.03810000000016
1151,135.1239000000002
1152,33.26019999999996
1153,37.584799999999994
1154,31.522900000000007
1155,36.13210000000005
1156,22.502
1157,24.068900000000003
1158,17.701400000000024
1159,19.097599999999996
1160,16.02539999999997
1161,14.375299999999976
1162,11.76339999999999
1163,9.746100000000016
1164,7.419200000000006
1165,6.511200000000005
1166,3.5366999999999997
1167,1.708599999999998
1168,1.2817999999999992
1169,1.224099999999999
1170,1.2110000000000012
1171,1.2165
1172,1.2346999999999984
1173,1.224699999999999
1174,1.2201999999999993
1175,1.2299000000000009
1176,1.2165999999999995
1177,1.2051999999999987
1178,1.2347000000000001
1179,1.2175999999999985
1180,1.220199999999999
1181,1.2198999999999993
1182,1.2093000000000007
1183,1.2275999999999985
1184,1.2213999999999996
1185,1.2207999999999999
1186,1.2195999999999996
1187,1.2132000000000003
1188,1.2092000000000012
1189,1.2259000000000009
1190,1.2214999999999998
1191,1.2282999999999986
1192,1.2153999999999976
1193,1.212099999999998
1194,1.2184999999999977
1195,1.2201999999999982
1196,1.212899999999999
1197,1.2206999999999986
1198,1.2285999999999992
1199,1.2333999999999983
1200,1.2191999999999992
1201,1.2285000000000006
1202,1.2283000000000006
1203,1.2124999999999992
1204,1.218099999999999
1205,1.2316999999999987
1206,1.2255000000000007
1207,1.2198999999999993
1208,1.205899999999999
1209,1.2420000000000009
1210,1.2188999999999988
1211,1.1935000000000016
1212,1.2067000000000014
1213,1.2225999999999997
1214,1.2300000000000006
1215,1.2290000000000005
1216,1.2167999999999997
1217,1.2189999999999999
1218,1.2260000000000009
1219,1.2243000000000008
1220,1.2069000000000012
1221,1.2086
1222,1.2140999999999984
1223,1.2144999999999992
1224,1.2123999999999981
1225,1.2135999999999982
1226,1.2172
1227,1.202399999999999
1228,1.215799999999999
1229,1.235299999999998
1230,1.239499999999998
1231,1.237899999999998
1232,1.2257999999999993
1233,1.2263000000000004
1234,1.2271999999999983
1235,1.2059999999999984
1236,1.2119000000000009
1237,1.2324999999999988
1238,1.234699999999998
1239,1.2258999999999987
1240,1.2273000000000003
1241,1.2262
1242,1.2348999999999983
1243,1.2261999999999988
1244,1.2320999999999984
1245,1.2230999999999996
1246,1.2225999999999997
1247,1.2259000000000004
1248,1.217699999999998
1249,1.2257
1250,1.2359000000000002
1251,1.2239999999999995
1252,1.2053000000000014
1253,1.2160999999999995
1254,1.2134999999999982
1255,1.2148999999999992
1256,1.2063000000000013
1257,1.209400000000001
1258,1.2190999999999992
1259,1.2273000000000005
1260,1.229200000000001
1261,1.2213999999999994
1262,1.2248000000000006
1263,1.2233999999999998
1264,1.2267000000000003
1265,1.2307000000000001
1266,1.235899999999999
1267,1.203900000000001
1268,1.2275999999999987
1269,1.2313000000000003
1270,1.237699999999998
1271,1.2338999999999984
1272,1.220099999999999
1273,1.2220999999999989
1274,1.2348999999999983
1275,1.2319999999999989
1276,1.2233999999999992
1277,1.2338999999999982
1278,1.223499999999999
1279,1.2089000000000003
1280,1.209600000000001
1281,1.2531999999999994
1282,1.2396999999999982
1283,1.239299999999999
1284,1.2240000000000004
1285,1.2144000000000004
1286,1.2104000000000008
1287,1.2177
1288,1.2193999999999976
1289,1.2171999999999976
1290,1.23
1291,1.2284
1292,1.2344999999999988
1293,1.2276000000000002
1294,1.229200000000001
1295,1.2014999999999996
1296,1.2128999999999999
1297,1.2183999999999993
1298,1.2366000000000001
1299,1.2405000000000002
1300,1.2302000000000008
1301,1.2308000000000003
1302,1.2290999999999996
1303,1.2496000000000012
1304,1.2382000000000004
1305,1.2149000000000014
1306,1.2310000000000008
1307,1.2387000000000001
1308,1.2629000000000008
1309,1.241299999999999
1310,1.2331000000000003
1311,1.2262000000000008
1312,1.2170000000000014
1313,1.2583000000000009
1314,1.2470000000000003
1315,1.2317000000000002
1316,1.2209999999999994
1317,1.2182999999999995
1318,1.2619000000000005
1319,2.303800000000001
1320,3.3332999999999964
1321,5.00179999999999
1322,7.085999999999993
1323,7.165
1324,9.627099999999997
1325,16.33220000000001
1326,23.297500000000003
1327,41.01989999999998
1328,53.868299999999984
1329,70.33090000000006
